Ligand_ID	Receptor_ID	TF_ID	Pathway	pathway_ID	Ligand_Symbol	Receptor_Symbol	TF_Symbol
100506658	100506658	2626	hsa04530_3,hsa04530_5	hsa04530	OCLN	OCLN	GATA4
100506658	100506658	8531	hsa04530_2	hsa04530	OCLN	OCLN	YBX3
10344	1230	2309	hsa04062_5	hsa04062	CCL26	CCR1	FOXO3
10344	1230	3551	hsa04062_5	hsa04062	CCL26	CCR1	IKBKB
10344	1230	4790	hsa04062_7	hsa04062	CCL26	CCR1	NFKB1
10344	1230	4792	hsa04062_6	hsa04062	CCL26	CCR1	NFKBIA
10344	1230	4793	hsa04062_6	hsa04062	CCL26	CCR1	NFKBIB
10344	1230	5970	hsa04062_7	hsa04062	CCL26	CCR1	RELA
10344	1230	6772	hsa04062_2	hsa04062	CCL26	CCR1	STAT1
10344	1230	6773	hsa04062_2	hsa04062	CCL26	CCR1	STAT2
10344	1230	6774	hsa04062_2	hsa04062	CCL26	CCR1	STAT3
10344	1230	6777	hsa04062_2	hsa04062	CCL26	CCR1	STAT5B
10344	1232	2309	hsa04062_5	hsa04062	CCL26	CCR3	FOXO3
10344	1232	3551	hsa04062_5	hsa04062	CCL26	CCR3	IKBKB
10344	1232	4790	hsa04062_7	hsa04062	CCL26	CCR3	NFKB1
10344	1232	4792	hsa04062_6	hsa04062	CCL26	CCR3	NFKBIA
10344	1232	4793	hsa04062_6	hsa04062	CCL26	CCR3	NFKBIB
10344	1232	5970	hsa04062_7	hsa04062	CCL26	CCR3	RELA
10344	1232	6772	hsa04062_2	hsa04062	CCL26	CCR3	STAT1
10344	1232	6773	hsa04062_2	hsa04062	CCL26	CCR3	STAT2
10344	1232	6774	hsa04062_2	hsa04062	CCL26	CCR3	STAT3
10344	1232	6777	hsa04062_2	hsa04062	CCL26	CCR3	STAT5B
10344	1234	2309	hsa04062_5	hsa04062	CCL26	CCR5	FOXO3
10344	1234	3551	hsa04062_5	hsa04062	CCL26	CCR5	IKBKB
10344	1234	4790	hsa04062_7	hsa04062	CCL26	CCR5	NFKB1
10344	1234	4792	hsa04062_6	hsa04062	CCL26	CCR5	NFKBIA
10344	1234	4793	hsa04062_6	hsa04062	CCL26	CCR5	NFKBIB
10344	1234	5970	hsa04062_7	hsa04062	CCL26	CCR5	RELA
10344	1234	6772	hsa04062_2	hsa04062	CCL26	CCR5	STAT1
10344	1234	6773	hsa04062_2	hsa04062	CCL26	CCR5	STAT2
10344	1234	6774	hsa04062_2	hsa04062	CCL26	CCR5	STAT3
10344	1234	6777	hsa04062_2	hsa04062	CCL26	CCR5	STAT5B
10344	1524	2309	hsa04062_5	hsa04062	CCL26	CX3CR1	FOXO3
10344	1524	3551	hsa04062_5	hsa04062	CCL26	CX3CR1	IKBKB
10344	1524	4790	hsa04062_7	hsa04062	CCL26	CX3CR1	NFKB1
10344	1524	4792	hsa04062_6	hsa04062	CCL26	CX3CR1	NFKBIA
10344	1524	4793	hsa04062_6	hsa04062	CCL26	CX3CR1	NFKBIB
10344	1524	5970	hsa04062_7	hsa04062	CCL26	CX3CR1	RELA
10344	1524	6772	hsa04062_2	hsa04062	CCL26	CX3CR1	STAT1
10344	1524	6773	hsa04062_2	hsa04062	CCL26	CX3CR1	STAT2
10344	1524	6774	hsa04062_2	hsa04062	CCL26	CX3CR1	STAT3
10344	1524	6777	hsa04062_2	hsa04062	CCL26	CX3CR1	STAT5B
10344	729230	2309	hsa04062_5	hsa04062	CCL26	CCR2	FOXO3
10344	729230	3551	hsa04062_5	hsa04062	CCL26	CCR2	IKBKB
10344	729230	4790	hsa04062_7	hsa04062	CCL26	CCR2	NFKB1
10344	729230	4792	hsa04062_6	hsa04062	CCL26	CCR2	NFKBIA
10344	729230	4793	hsa04062_6	hsa04062	CCL26	CCR2	NFKBIB
10344	729230	5970	hsa04062_7	hsa04062	CCL26	CCR2	RELA
10344	729230	6772	hsa04062_2	hsa04062	CCL26	CCR2	STAT1
10344	729230	6773	hsa04062_2	hsa04062	CCL26	CCR2	STAT2
10344	729230	6774	hsa04062_2	hsa04062	CCL26	CCR2	STAT3
10344	729230	6777	hsa04062_2	hsa04062	CCL26	CCR2	STAT5B
10563	2826	2309	hsa04062_5	hsa04062	CXCL13	CCR10	FOXO3
10563	2826	3551	hsa04062_5	hsa04062	CXCL13	CCR10	IKBKB
10563	2826	4790	hsa04062_7	hsa04062	CXCL13	CCR10	NFKB1
10563	2826	4792	hsa04062_6	hsa04062	CXCL13	CCR10	NFKBIA
10563	2826	4793	hsa04062_6	hsa04062	CXCL13	CCR10	NFKBIB
10563	2826	5970	hsa04062_7	hsa04062	CXCL13	CCR10	RELA
10563	2826	6772	hsa04062_2	hsa04062	CXCL13	CCR10	STAT1
10563	2826	6773	hsa04062_2	hsa04062	CXCL13	CCR10	STAT2
10563	2826	6774	hsa04062_2	hsa04062	CXCL13	CCR10	STAT3
10563	2826	6777	hsa04062_2	hsa04062	CXCL13	CCR10	STAT5B
10563	2833	2309	hsa04062_5	hsa04062	CXCL13	CXCR3	FOXO3
10563	2833	3551	hsa04062_5	hsa04062	CXCL13	CXCR3	IKBKB
10563	2833	4790	hsa04062_7	hsa04062	CXCL13	CXCR3	NFKB1
10563	2833	4792	hsa04062_6	hsa04062	CXCL13	CXCR3	NFKBIA
10563	2833	4793	hsa04062_6	hsa04062	CXCL13	CXCR3	NFKBIB
10563	2833	5970	hsa04062_7	hsa04062	CXCL13	CXCR3	RELA
10563	2833	6772	hsa04062_2	hsa04062	CXCL13	CXCR3	STAT1
10563	2833	6773	hsa04062_2	hsa04062	CXCL13	CXCR3	STAT2
10563	2833	6774	hsa04062_2	hsa04062	CXCL13	CXCR3	STAT3
10563	2833	6777	hsa04062_2	hsa04062	CXCL13	CXCR3	STAT5B
10563	643	2309	hsa04062_5	hsa04062	CXCL13	CXCR5	FOXO3
10563	643	3551	hsa04062_5	hsa04062	CXCL13	CXCR5	IKBKB
10563	643	4790	hsa04062_7	hsa04062	CXCL13	CXCR5	NFKB1
10563	643	4792	hsa04062_6	hsa04062	CXCL13	CXCR5	NFKBIA
10563	643	4793	hsa04062_6	hsa04062	CXCL13	CXCR5	NFKBIB
10563	643	5970	hsa04062_7	hsa04062	CXCL13	CXCR5	RELA
10563	643	6772	hsa04062_2	hsa04062	CXCL13	CXCR5	STAT1
10563	643	6773	hsa04062_2	hsa04062	CXCL13	CXCR5	STAT2
10563	643	6774	hsa04062_2	hsa04062	CXCL13	CXCR5	STAT3
10563	643	6777	hsa04062_2	hsa04062	CXCL13	CXCR5	STAT5B
10673	115650	4791	hsa04064_4	hsa04064	TNFSF13B	TNFRSF13C	NFKB2
10683	4851	3280	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH1	HES1
10683	4851	3516	hsa04330_1	hsa04330	DLL3	NOTCH1	RBPJ
10683	4851	4609	hsa05224_2	hsa05224	DLL3	NOTCH1	MYC
10683	4851	4791	hsa05224_2	hsa05224	DLL3	NOTCH1	NFKB2
10683	4851	22938	hsa04330_2	hsa04330	DLL3	NOTCH1	SNW1
10683	4851	23462	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH1	HEY1
10683	4851	23493	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH1	HEY2
10683	4851	26508	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH1	HEYL
10683	4851	388585	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH1	HES5
10683	4853	3280	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH2	HES1
10683	4853	3516	hsa04330_1	hsa04330	DLL3	NOTCH2	RBPJ
10683	4853	4609	hsa05224_2	hsa05224	DLL3	NOTCH2	MYC
10683	4853	4791	hsa05224_2	hsa05224	DLL3	NOTCH2	NFKB2
10683	4853	22938	hsa04330_2	hsa04330	DLL3	NOTCH2	SNW1
10683	4853	23462	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH2	HEY1
10683	4853	23493	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH2	HEY2
10683	4853	26508	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH2	HEYL
10683	4853	388585	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH2	HES5
10683	4854	3280	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH3	HES1
10683	4854	3516	hsa04330_1,hsa04658_1	hsa04330,hsa04658	DLL3	NOTCH3	RBPJ
10683	4854	4609	hsa05224_2	hsa05224	DLL3	NOTCH3	MYC
10683	4854	4791	hsa05224_2	hsa05224	DLL3	NOTCH3	NFKB2
10683	4854	22938	hsa04330_2	hsa04330	DLL3	NOTCH3	SNW1
10683	4854	23462	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH3	HEY1
10683	4854	23493	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH3	HEY2
10683	4854	26508	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH3	HEYL
10683	4854	30009	hsa04658_2	hsa04658	DLL3	NOTCH3	TBX21
10683	4854	388585	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH3	HES5
10683	4855	3280	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH4	HES1
10683	4855	3516	hsa04330_1	hsa04330	DLL3	NOTCH4	RBPJ
10683	4855	4609	hsa05224_2	hsa05224	DLL3	NOTCH4	MYC
10683	4855	4791	hsa05224_2	hsa05224	DLL3	NOTCH4	NFKB2
10683	4855	22938	hsa04330_2	hsa04330	DLL3	NOTCH4	SNW1
10683	4855	23462	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH4	HEY1
10683	4855	23493	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH4	HEY2
10683	4855	26508	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH4	HEYL
10683	4855	388585	hsa04330_2,hsa05200_1,hsa05224_1	hsa04330,hsa05200,hsa05224	DLL3	NOTCH4	HES5
10686	149461	2626	hsa04530_3,hsa04530_5	hsa04530	CLDN16	CLDN19	GATA4
10718	2066	6776	hsa04012_1	hsa04012	NRG3	ERBB4	STAT5A
10718	2066	6777	hsa04012_1	hsa04012	NRG3	ERBB4	STAT5B
1081	117	1385	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	ADCYAP1R1	CREB1
1081	117	1387	hsa04024_4	hsa04024	CGA	ADCYAP1R1	CREBBP
1081	117	2353	hsa04024_9,hsa04024_7,hsa04024_8	hsa04024	CGA	ADCYAP1R1	FOS
1081	117	2735	hsa04024_5	hsa04024	CGA	ADCYAP1R1	GLI1
1081	117	2737	hsa04024_4	hsa04024	CGA	ADCYAP1R1	GLI3
1081	117	3725	hsa04024_9,hsa04024_7,hsa04024_8	hsa04024	CGA	ADCYAP1R1	JUN
1081	117	4772	hsa04024_4	hsa04024	CGA	ADCYAP1R1	NFATC1
1081	117	4790	hsa04024_4	hsa04024	CGA	ADCYAP1R1	NFKB1
1081	117	5465	hsa04024_4	hsa04024	CGA	ADCYAP1R1	PPARA
1081	117	6662	hsa04024_4	hsa04024	CGA	ADCYAP1R1	SOX9
1081	117	9586	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	ADCYAP1R1	CREB5
1081	117	10488	hsa04024_8,hsa04024_6,hsa04024_7	hsa04024	CGA	ADCYAP1R1	CREB3
1081	117	64764	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	ADCYAP1R1	CREB3L2
1081	117	84699	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	ADCYAP1R1	CREB3L3
1081	117	90993	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	ADCYAP1R1	CREB3L1
1081	117	148327	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	ADCYAP1R1	CREB3L4
1081	2492	1385	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	FSHR	CREB1
1081	2492	1387	hsa04024_4	hsa04024	CGA	FSHR	CREBBP
1081	2492	2353	hsa04024_9,hsa04024_7,hsa04024_8	hsa04024	CGA	FSHR	FOS
1081	2492	2735	hsa04024_5	hsa04024	CGA	FSHR	GLI1
1081	2492	2737	hsa04024_4	hsa04024	CGA	FSHR	GLI3
1081	2492	3725	hsa04024_9,hsa04024_7,hsa04024_8	hsa04024	CGA	FSHR	JUN
1081	2492	4772	hsa04024_4	hsa04024	CGA	FSHR	NFATC1
1081	2492	4790	hsa04024_4	hsa04024	CGA	FSHR	NFKB1
1081	2492	5465	hsa04024_4	hsa04024	CGA	FSHR	PPARA
1081	2492	6662	hsa04024_4	hsa04024	CGA	FSHR	SOX9
1081	2492	9586	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	FSHR	CREB5
1081	2492	10488	hsa04024_8,hsa04024_6,hsa04024_7	hsa04024	CGA	FSHR	CREB3
1081	2492	64764	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	FSHR	CREB3L2
1081	2492	84699	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	FSHR	CREB3L3
1081	2492	90993	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	FSHR	CREB3L1
1081	2492	148327	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	FSHR	CREB3L4
1081	3973	1385	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	LHCGR	CREB1
1081	3973	1387	hsa04024_4	hsa04024	CGA	LHCGR	CREBBP
1081	3973	2353	hsa04024_9,hsa04024_7,hsa04024_8	hsa04024	CGA	LHCGR	FOS
1081	3973	2735	hsa04024_5	hsa04024	CGA	LHCGR	GLI1
1081	3973	2737	hsa04024_4	hsa04024	CGA	LHCGR	GLI3
1081	3973	3725	hsa04024_9,hsa04024_7,hsa04024_8	hsa04024	CGA	LHCGR	JUN
1081	3973	4772	hsa04024_4	hsa04024	CGA	LHCGR	NFATC1
1081	3973	4790	hsa04024_4	hsa04024	CGA	LHCGR	NFKB1
1081	3973	5465	hsa04024_4	hsa04024	CGA	LHCGR	PPARA
1081	3973	6662	hsa04024_4	hsa04024	CGA	LHCGR	SOX9
1081	3973	9586	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	LHCGR	CREB5
1081	3973	10488	hsa04024_8,hsa04024_6,hsa04024_7	hsa04024	CGA	LHCGR	CREB3
1081	3973	64764	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	LHCGR	CREB3L2
1081	3973	84699	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	LHCGR	CREB3L3
1081	3973	90993	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	LHCGR	CREB3L1
1081	3973	148327	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	CGA	LHCGR	CREB3L4
1081	7253	468	hsa04918_4	hsa04918	CGA	TSHR	ATF4
1081	7253	1385	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4,hsa04918_4	hsa04024,hsa04918	CGA	TSHR	CREB1
1081	7253	1386	hsa04918_4	hsa04918	CGA	TSHR	ATF2
1081	7253	1387	hsa04024_4	hsa04024	CGA	TSHR	CREBBP
1081	7253	1388	hsa04918_4	hsa04918	CGA	TSHR	ATF6B
1081	7253	2353	hsa04024_9,hsa04024_7,hsa04024_8	hsa04024	CGA	TSHR	FOS
1081	7253	2735	hsa04024_5	hsa04024	CGA	TSHR	GLI1
1081	7253	2737	hsa04024_4	hsa04024	CGA	TSHR	GLI3
1081	7253	3725	hsa04024_9,hsa04024_7,hsa04024_8	hsa04024	CGA	TSHR	JUN
1081	7253	4772	hsa04024_4	hsa04024	CGA	TSHR	NFATC1
1081	7253	4790	hsa04024_4	hsa04024	CGA	TSHR	NFKB1
1081	7253	5465	hsa04024_4	hsa04024	CGA	TSHR	PPARA
1081	7253	6662	hsa04024_4	hsa04024	CGA	TSHR	SOX9
1081	7253	7849	hsa04918_4	hsa04918	CGA	TSHR	PAX8
1081	7253	8458	hsa04918_4	hsa04918	CGA	TSHR	TTF2
1081	7253	9586	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4,hsa04918_4	hsa04024,hsa04918	CGA	TSHR	CREB5
1081	7253	10488	hsa04024_8,hsa04024_6,hsa04024_7,hsa04918_4	hsa04024,hsa04918	CGA	TSHR	CREB3
1081	7253	64764	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4,hsa04918_4	hsa04024,hsa04918	CGA	TSHR	CREB3L2
1081	7253	84699	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4,hsa04918_4	hsa04024,hsa04918	CGA	TSHR	CREB3L3
1081	7253	90993	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4,hsa04918_4	hsa04024,hsa04918	CGA	TSHR	CREB3L1
1081	7253	148327	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4,hsa04918_4	hsa04024,hsa04918	CGA	TSHR	CREB3L4
10850	1232	2309	hsa04062_5	hsa04062	CCL27	CCR3	FOXO3
10850	1232	3551	hsa04062_5	hsa04062	CCL27	CCR3	IKBKB
10850	1232	4790	hsa04062_7	hsa04062	CCL27	CCR3	NFKB1
10850	1232	4792	hsa04062_6	hsa04062	CCL27	CCR3	NFKBIA
10850	1232	4793	hsa04062_6	hsa04062	CCL27	CCR3	NFKBIB
10850	1232	5970	hsa04062_7	hsa04062	CCL27	CCR3	RELA
10850	1232	6772	hsa04062_2	hsa04062	CCL27	CCR3	STAT1
10850	1232	6773	hsa04062_2	hsa04062	CCL27	CCR3	STAT2
10850	1232	6774	hsa04062_2	hsa04062	CCL27	CCR3	STAT3
10850	1232	6777	hsa04062_2	hsa04062	CCL27	CCR3	STAT5B
10850	2826	2309	hsa04062_5	hsa04062	CCL27	CCR10	FOXO3
10850	2826	3551	hsa04062_5	hsa04062	CCL27	CCR10	IKBKB
10850	2826	4790	hsa04062_7	hsa04062	CCL27	CCR10	NFKB1
10850	2826	4792	hsa04062_6	hsa04062	CCL27	CCR10	NFKBIA
10850	2826	4793	hsa04062_6	hsa04062	CCL27	CCR10	NFKBIB
10850	2826	5970	hsa04062_7	hsa04062	CCL27	CCR10	RELA
10850	2826	6772	hsa04062_2	hsa04062	CCL27	CCR10	STAT1
10850	2826	6773	hsa04062_2	hsa04062	CCL27	CCR10	STAT2
10850	2826	6774	hsa04062_2	hsa04062	CCL27	CCR10	STAT3
10850	2826	6777	hsa04062_2	hsa04062	CCL27	CCR10	STAT5B
10850	729230	2309	hsa04062_5	hsa04062	CCL27	CCR2	FOXO3
10850	729230	3551	hsa04062_5	hsa04062	CCL27	CCR2	IKBKB
10850	729230	4790	hsa04062_7	hsa04062	CCL27	CCR2	NFKB1
10850	729230	4792	hsa04062_6	hsa04062	CCL27	CCR2	NFKBIA
10850	729230	4793	hsa04062_6	hsa04062	CCL27	CCR2	NFKBIB
10850	729230	5970	hsa04062_7	hsa04062	CCL27	CCR2	RELA
10850	729230	6772	hsa04062_2	hsa04062	CCL27	CCR2	STAT1
10850	729230	6773	hsa04062_2	hsa04062	CCL27	CCR2	STAT2
10850	729230	6774	hsa04062_2	hsa04062	CCL27	CCR2	STAT3
10850	729230	6777	hsa04062_2	hsa04062	CCL27	CCR2	STAT5B
11009	3588	4609	hsa04630_4	hsa04630	IL24	IL10RB	MYC
11009	3588	6772	hsa04630_2,hsa04630_3	hsa04630	IL24	IL10RB	STAT1
11009	3588	6773	hsa04630_2,hsa04630_3	hsa04630	IL24	IL10RB	STAT2
11009	3588	6774	hsa04630_2,hsa04630_3	hsa04630	IL24	IL10RB	STAT3
11009	3588	6775	hsa04630_2,hsa04630_3	hsa04630	IL24	IL10RB	STAT4
11009	3588	6776	hsa04630_2,hsa04630_3	hsa04630	IL24	IL10RB	STAT5A
11009	3588	6777	hsa04630_2,hsa04630_3	hsa04630	IL24	IL10RB	STAT5B
11009	3588	6778	hsa04630_2,hsa04630_3	hsa04630	IL24	IL10RB	STAT6
11009	3588	10379	hsa04630_4	hsa04630	IL24	IL10RB	IRF9
11009	53832	4609	hsa04630_4	hsa04630	IL24	IL20RA	MYC
11009	53832	6772	hsa04630_2,hsa04630_3	hsa04630	IL24	IL20RA	STAT1
11009	53832	6773	hsa04630_2,hsa04630_3	hsa04630	IL24	IL20RA	STAT2
11009	53832	6774	hsa04630_2,hsa04630_3	hsa04630	IL24	IL20RA	STAT3
11009	53832	6775	hsa04630_2,hsa04630_3	hsa04630	IL24	IL20RA	STAT4
11009	53832	6776	hsa04630_2,hsa04630_3	hsa04630	IL24	IL20RA	STAT5A
11009	53832	6777	hsa04630_2,hsa04630_3	hsa04630	IL24	IL20RA	STAT5B
11009	53832	6778	hsa04630_2,hsa04630_3	hsa04630	IL24	IL20RA	STAT6
11009	53832	10379	hsa04630_4	hsa04630	IL24	IL20RA	IRF9
11009	53833	4609	hsa04630_4	hsa04630	IL24	IL20RB	MYC
11009	53833	6772	hsa04630_2,hsa04630_3	hsa04630	IL24	IL20RB	STAT1
11009	53833	6773	hsa04630_2,hsa04630_3	hsa04630	IL24	IL20RB	STAT2
11009	53833	6774	hsa04630_2,hsa04630_3	hsa04630	IL24	IL20RB	STAT3
11009	53833	6775	hsa04630_2,hsa04630_3	hsa04630	IL24	IL20RB	STAT4
11009	53833	6776	hsa04630_2,hsa04630_3	hsa04630	IL24	IL20RB	STAT5A
11009	53833	6777	hsa04630_2,hsa04630_3	hsa04630	IL24	IL20RB	STAT5B
11009	53833	6778	hsa04630_2,hsa04630_3	hsa04630	IL24	IL20RB	STAT6
11009	53833	10379	hsa04630_4	hsa04630	IL24	IL20RB	IRF9
11009	58985	4609	hsa04630_4	hsa04630	IL24	IL22RA1	MYC
11009	58985	6772	hsa04630_2,hsa04630_3	hsa04630	IL24	IL22RA1	STAT1
11009	58985	6773	hsa04630_2,hsa04630_3	hsa04630	IL24	IL22RA1	STAT2
11009	58985	6774	hsa04630_2,hsa04630_3	hsa04630	IL24	IL22RA1	STAT3
11009	58985	6775	hsa04630_2,hsa04630_3	hsa04630	IL24	IL22RA1	STAT4
11009	58985	6776	hsa04630_2,hsa04630_3	hsa04630	IL24	IL22RA1	STAT5A
11009	58985	6777	hsa04630_2,hsa04630_3	hsa04630	IL24	IL22RA1	STAT5B
11009	58985	6778	hsa04630_2,hsa04630_3	hsa04630	IL24	IL22RA1	STAT6
11009	58985	10379	hsa04630_4	hsa04630	IL24	IL22RA1	IRF9
116	117	468	hsa04911_4	hsa04911	ADCYAP1	ADCYAP1R1	ATF4
116	117	1385	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4,hsa04713_4,hsa04713_5,hsa04911_4,hsa04924_4	hsa04024,hsa04713,hsa04911,hsa04924	ADCYAP1	ADCYAP1R1	CREB1
116	117	1386	hsa04911_4	hsa04911	ADCYAP1	ADCYAP1R1	ATF2
116	117	1387	hsa04024_4	hsa04024	ADCYAP1	ADCYAP1R1	CREBBP
116	117	1388	hsa04911_4	hsa04911	ADCYAP1	ADCYAP1R1	ATF6B
116	117	2353	hsa04024_9,hsa04024_7,hsa04024_8,hsa04713_5,hsa04713_6	hsa04024,hsa04713	ADCYAP1	ADCYAP1R1	FOS
116	117	2735	hsa04024_5	hsa04024	ADCYAP1	ADCYAP1R1	GLI1
116	117	2737	hsa04024_4	hsa04024	ADCYAP1	ADCYAP1R1	GLI3
116	117	3651	hsa04911_4	hsa04911	ADCYAP1	ADCYAP1R1	PDX1
116	117	3725	hsa04024_9,hsa04024_7,hsa04024_8	hsa04024	ADCYAP1	ADCYAP1R1	JUN
116	117	4772	hsa04024_4	hsa04024	ADCYAP1	ADCYAP1R1	NFATC1
116	117	4790	hsa04024_4	hsa04024	ADCYAP1	ADCYAP1R1	NFKB1
116	117	5187	hsa04713_5,hsa04713_6	hsa04713	ADCYAP1	ADCYAP1R1	PER1
116	117	5465	hsa04024_4	hsa04024	ADCYAP1	ADCYAP1R1	PPARA
116	117	6662	hsa04024_4	hsa04024	ADCYAP1	ADCYAP1R1	SOX9
116	117	8864	hsa04713_5,hsa04713_6	hsa04713	ADCYAP1	ADCYAP1R1	PER2
116	117	9586	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4,hsa04911_4	hsa04024,hsa04911	ADCYAP1	ADCYAP1R1	CREB5
116	117	10488	hsa04024_8,hsa04024_6,hsa04024_7,hsa04911_4	hsa04024,hsa04911	ADCYAP1	ADCYAP1R1	CREB3
116	117	64764	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4,hsa04911_4	hsa04024,hsa04911	ADCYAP1	ADCYAP1R1	CREB3L2
116	117	84699	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4,hsa04911_4	hsa04024,hsa04911	ADCYAP1	ADCYAP1R1	CREB3L3
116	117	90993	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4,hsa04911_4	hsa04024,hsa04911	ADCYAP1	ADCYAP1R1	CREB3L1
116	117	148327	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4,hsa04911_4	hsa04024,hsa04911	ADCYAP1	ADCYAP1R1	CREB3L4
116	7253	1385	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	ADCYAP1	TSHR	CREB1
116	7253	1387	hsa04024_4	hsa04024	ADCYAP1	TSHR	CREBBP
116	7253	2353	hsa04024_9,hsa04024_7,hsa04024_8	hsa04024	ADCYAP1	TSHR	FOS
116	7253	2735	hsa04024_5	hsa04024	ADCYAP1	TSHR	GLI1
116	7253	2737	hsa04024_4	hsa04024	ADCYAP1	TSHR	GLI3
116	7253	3725	hsa04024_9,hsa04024_7,hsa04024_8	hsa04024	ADCYAP1	TSHR	JUN
116	7253	4772	hsa04024_4	hsa04024	ADCYAP1	TSHR	NFATC1
116	7253	4790	hsa04024_4	hsa04024	ADCYAP1	TSHR	NFKB1
116	7253	5465	hsa04024_4	hsa04024	ADCYAP1	TSHR	PPARA
116	7253	6662	hsa04024_4	hsa04024	ADCYAP1	TSHR	SOX9
116	7253	9586	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	ADCYAP1	TSHR	CREB5
116	7253	10488	hsa04024_8,hsa04024_6,hsa04024_7	hsa04024	ADCYAP1	TSHR	CREB3
116	7253	64764	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	ADCYAP1	TSHR	CREB3L2
116	7253	84699	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	ADCYAP1	TSHR	CREB3L3
116	7253	90993	hsa04024_8,hsa04024_6,hsa04024_7,hsa04024_4	hsa04024	ADCYAP1	TSHR	CREB3L1
